ID,Query,Subject,FreebasePredicate,PredicateList,tagme,tagme_rho,spot0.3,spot0.4,spot0.5,spot0.6
62716,what is a fiction book?,http://dbpedia.org/resource/Fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Fiction,0.25554829835891724,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction
62724,what type of work is the born queen?,http://dbpedia.org/resource/The_Born_Queen,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Born_Queen,0.5,,,,
62779,what type of book is the gospel according to jesus christ?,http://dbpedia.org/resource/The_Gospel_According_to_Jesus_Christ,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Gospel_According_to_Jesus_Christ,0.5,http://dbpedia.org/resource/Jesus,http://dbpedia.org/resource/Jesus,http://dbpedia.org/resource/Jesus,http://dbpedia.org/resource/Jesus
62856,Who published ignition,http://dbpedia.org/resource/Ignition_(video_game),publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Who,0.17101912200450897,http://dbpedia.org/resource/Ignition_system,http://dbpedia.org/resource/Ignition_system,http://dbpedia.org/resource/Ignition_system,http://dbpedia.org/resource/Ignition_system
62865,what country is paganini: the devil's violinist from,http://dbpedia.org/resource/The_Devil's_Violinist,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Devil's_Violinist,0.7259231805801392,http://dbpedia.org/resource/Paganini_Competition,http://dbpedia.org/resource/Paganini_Competition,http://dbpedia.org/resource/Paganini_Competition,http://dbpedia.org/resource/Paganini_Competition
62984,Which Japanese company published the star trek video game?,http://dbpedia.org/resource/Star_Trek_(2013_video_game),publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Star_Trek,0.5023908019065857,http://dbpedia.org/resource/Japanese_language,http://dbpedia.org/resource/Japanese_language,http://dbpedia.org/resource/Japanese_language,http://dbpedia.org/resource/Japanese_language
63015,what book is written by jenny nimmo,http://dbpedia.org/resource/Jenny_Nimmo,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/notableWork', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Jenny_Nimmo,0.5,http://dbpedia.org/resource/Jenny_Nimmo,http://dbpedia.org/resource/Jenny_Nimmo,http://dbpedia.org/resource/Jenny_Nimmo,http://dbpedia.org/resource/Jenny_Nimmo
63045,Name a fictional literary work,http://dbpedia.org/resource/Fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Fiction,0.22822734713554382,,,,
63091,Name a book written by david almond,http://dbpedia.org/resource/David_Almond,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}, {'Predicate': 'http://dbpedia.org/ontology/notableWork', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/David_Almond,0.5493385195732117,http://dbpedia.org/resource/David,http://dbpedia.org/resource/David,http://dbpedia.org/resource/David,http://dbpedia.org/resource/David
63182,Under what publishing company was ONI released?,http://dbpedia.org/resource/Oni_(video_game),publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Oni_Press,0.18702895939350128,http://dbpedia.org/resource/Office_of_Naval_Intelligence,http://dbpedia.org/resource/Office_of_Naval_Intelligence,http://dbpedia.org/resource/Office_of_Naval_Intelligence,http://dbpedia.org/resource/Office_of_Naval_Intelligence
63187,What is the name of a suspense novel,http://dbpedia.org/resource/Suspense,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Thriller_(genre),0.201966792345047,,,,
63253,what type of book is tailchaser's song,http://dbpedia.org/resource/Tailchaser's_Song,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Tailchaser's_Song,0.5,,,,
63327,what is a work written by leslie mcfarlane,http://dbpedia.org/resource/Franklin_W._Dixon,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Leslie_McFarlane,0.5,http://dbpedia.org/resource/Leslie_McFarlane,http://dbpedia.org/resource/Leslie_McFarlane,http://dbpedia.org/resource/Leslie_McFarlane,http://dbpedia.org/resource/Leslie_McFarlane
63334,who is the author of the written work getting things done?,http://dbpedia.org/resource/Getting_Things_Done,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Getting_Things_Done,0.19708029925823212,,,,
63381,what kind of book is 2001: a space odyssey,http://dbpedia.org/resource/2001:_A_Space_Odyssey_(novel),genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/2001:_A_Space_Odyssey_(film),0.22720246016979218,http://dbpedia.org/resource/Space_Odyssey,http://dbpedia.org/resource/Space_Odyssey,http://dbpedia.org/resource/Space_Odyssey,http://dbpedia.org/resource/Space_Odyssey
63382,what are the works of mary pope osborne,http://dbpedia.org/resource/Mary_Pope_Osborne,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}, {'Predicate': 'http://dbpedia.org/ontology/notableWork', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Mary_Pope_Osborne,0.5,http://dbpedia.org/resource/Mary_Pope_Osborne,http://dbpedia.org/resource/Mary_Pope_Osborne,http://dbpedia.org/resource/Mary_Pope_Osborne,http://dbpedia.org/resource/Mary_Pope_Osborne
63458,which language is written in black book,http://dbpedia.org/resource/Black_Book_(novel),language,"[{'Predicate': 'http://dbpedia.org/ontology/language', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/BlackBook,0.16136114299297333,http://dbpedia.org/resource/Language,http://dbpedia.org/resource/Language,http://dbpedia.org/resource/Language,http://dbpedia.org/resource/Language
63472,Name a fiction novel.,http://dbpedia.org/resource/Fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Fiction,0.22915266454219818,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction
63589,Name a nature literary work,http://dbpedia.org/resource/Nature,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Nature,0.24424193799495697,,,,
63608,Who was the author of goldilocks,http://dbpedia.org/resource/Goldilocks_(musical),author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Goldilocks_and_the_Three_Bears,0.23334714770317078,,,,
63622,what country was the the bone snatcher filmed in,http://dbpedia.org/resource/The_Bone_Snatcher,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Bone_Snatcher,0.5,http://dbpedia.org/resource/Bone,http://dbpedia.org/resource/Bone,http://dbpedia.org/resource/Bone,http://dbpedia.org/resource/Bone
63635,what is the name of a biography book,http://dbpedia.org/resource/Biography,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Book,0.11035460978746414,,,,
63673,what is one of robert caro's works,http://dbpedia.org/resource/Robert_Caro,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Robert_Caro,0.5,http://dbpedia.org/resource/Robert_Caro,http://dbpedia.org/resource/Robert_Caro,http://dbpedia.org/resource/Robert_Caro,http://dbpedia.org/resource/Robert_Caro
63691,what genre is the book grievance,http://dbpedia.org/resource/Grievance_(novel),genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Genre,0.1751367747783661,,,,
63892,james risen is the author of what book?,http://dbpedia.org/resource/James_Risen,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/James_Risen,0.45967742800712585,http://dbpedia.org/resource/James_Risen,http://dbpedia.org/resource/James_Risen,http://dbpedia.org/resource/James_Risen,http://dbpedia.org/resource/James_Risen
63906,what book is written by vincent starrett?,http://dbpedia.org/resource/Vincent_Starrett,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Vincent_Starrett,0.47999998927116394,http://dbpedia.org/resource/Vincent_Starrett,http://dbpedia.org/resource/Vincent_Starrett,http://dbpedia.org/resource/Vincent_Starrett,http://dbpedia.org/resource/Vincent_Starrett
63923,What kind of book is the slaves of solitude?,http://dbpedia.org/resource/The_Slaves_of_Solitude,genre,"[{'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Slaves_of_Solitude,0.5,http://dbpedia.org/resource/Slavery,http://dbpedia.org/resource/Slavery,http://dbpedia.org/resource/Slavery,http://dbpedia.org/resource/Slavery
63960,What gaming company published pac-man world 3,http://dbpedia.org/resource/Pac-Man_World_3,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Pac-Man_World_3,0.7090394496917725,http://dbpedia.org/resource/Pac-Man,http://dbpedia.org/resource/Pac-Man,http://dbpedia.org/resource/Pac-Man,http://dbpedia.org/resource/Pac-Man
63980,What country is twisted from,http://dbpedia.org/resource/Twisted_(2004_film),country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/What_a_Country!,0.4545454680919647,,,,
64056,what famous author wrote the gilded age: a tale of today,http://dbpedia.org/resource/The_Gilded_Age:_A_Tale_of_Today,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Gilded_Age:_A_Tale_of_Today,0.5,http://dbpedia.org/resource/Gilded_Age,http://dbpedia.org/resource/Gilded_Age,http://dbpedia.org/resource/Gilded_Age,http://dbpedia.org/resource/Gilded_Age
64061,what type of book is land of unreason,http://dbpedia.org/resource/Land_of_Unreason,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Land_of_Unreason,0.5,,,,
64100,what book is written by fawn m. brodie?,http://dbpedia.org/resource/Fawn_M._Brodie,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}, {'Predicate': 'http://dbpedia.org/ontology/notableWork', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Fawn_M._Brodie,0.5,http://dbpedia.org/resource/Deer,http://dbpedia.org/resource/Deer,http://dbpedia.org/resource/Deer,http://dbpedia.org/resource/Deer
64109,What country produced the film betrayed,http://dbpedia.org/resource/Betrayed_(1988_film),country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/What_a_Country!,0.49974381923675537,,,,
64170,what book genre is the dark frontier?,http://dbpedia.org/resource/The_Dark_Frontier,genre,"[{'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Dark_Frontier,0.6185486912727356,http://dbpedia.org/resource/Dark_Frontier,http://dbpedia.org/resource/Dark_Frontier,http://dbpedia.org/resource/Dark_Frontier,http://dbpedia.org/resource/Dark_Frontier
64176,in which country was dick barton strikes back filmed,http://dbpedia.org/resource/Dick_Barton_Strikes_Back,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Dick_Barton_Strikes_Back,0.5,http://dbpedia.org/resource/Dick_Barton,http://dbpedia.org/resource/Dick_Barton,http://dbpedia.org/resource/Dick_Barton,http://dbpedia.org/resource/Dick_Barton
64179,What is a book whose literary genre is sociology?,http://dbpedia.org/resource/Sociology,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Literary_genre,0.36606788635253906,http://dbpedia.org/resource/Literary_genre,http://dbpedia.org/resource/Literary_genre,http://dbpedia.org/resource/Literary_genre,http://dbpedia.org/resource/Literary_genre
64274,what book is fiction?,http://dbpedia.org/resource/Fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Fiction,0.25554829835891724,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction
64321,What is the name of an adventure book?,http://dbpedia.org/resource/Adventure,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Adventure_fiction,0.2718749940395355,,,,
64614,what company published the settlers ii 10th anniversary,http://dbpedia.org/resource/The_Settlers_II_10th_Anniversary,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Settlers_II_10th_Anniversary,0.6003342270851135,http://dbpedia.org/resource/The_Settlers_II,http://dbpedia.org/resource/The_Settlers_II,http://dbpedia.org/resource/The_Settlers_II,http://dbpedia.org/resource/The_Settlers_II
64627,which country created  urimai kural,http://dbpedia.org/resource/Urimaikural,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Urimaikural,0.4166666567325592,http://dbpedia.org/resource/Tirukkuṛaḷ,http://dbpedia.org/resource/Tirukkuṛaḷ,http://dbpedia.org/resource/Tirukkuṛaḷ,http://dbpedia.org/resource/Tirukkuṛaḷ
64636,What is the name of a book that is classified as detective fiction,http://dbpedia.org/resource/Detective_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Detective_fiction,0.323618620634079,http://dbpedia.org/resource/Detective_fiction,http://dbpedia.org/resource/Detective_fiction,http://dbpedia.org/resource/Detective_fiction,http://dbpedia.org/resource/Detective_fiction
64813,what country is in the film move on,http://dbpedia.org/resource/Move_On_(2012_film),country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/What_a_Country!,0.5223429799079895,,,,
64918,what famous name was the author of the book your heiress diary: confess it all to me,http://dbpedia.org/resource/Your_Heiress_Diary,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Your_Heiress_Diary,0.5,http://dbpedia.org/resource/Diary,http://dbpedia.org/resource/Diary,http://dbpedia.org/resource/Diary,http://dbpedia.org/resource/Diary
65150,"What country did the film boxing match; or, glove contest","http://dbpedia.org/resource/Boxing_Match;_or,_Glove_Contest",country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]","http://dbpedia.org/resource/Boxing_Match;_or,_Glove_Contest",0.5824005007743835,,,,
65204,what books have orson scott card written?,http://dbpedia.org/resource/Orson_Scott_Card,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Orson_Scott_Card,0.7229687571525574,http://dbpedia.org/resource/Orson_Scott_Card,http://dbpedia.org/resource/Orson_Scott_Card,http://dbpedia.org/resource/Orson_Scott_Card,http://dbpedia.org/resource/Orson_Scott_Card
65219,what types of book is breaking open the head,http://dbpedia.org/resource/Breaking_Open_the_Head,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Breaking_Open_the_Head,0.5,,,,
65228,where was invaders from space filmed?,http://dbpedia.org/resource/Invaders_from_Space,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Invaders_from_Space,0.5,,,,
65245,what is a book written by edward irving wortis,http://dbpedia.org/resource/Avi_(author),book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}, {'Predicate': 'http://dbpedia.org/ontology/notableWork', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Edward_Irving,0.4615384638309479,http://dbpedia.org/resource/Avi_(author),http://dbpedia.org/resource/Avi_(author),http://dbpedia.org/resource/Avi_(author),http://dbpedia.org/resource/Avi_(author)
65250,What is the genre of the book dragons of argonath,http://dbpedia.org/resource/Dragons_of_Argonath,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Dragons_of_Argonath,0.5,http://dbpedia.org/resource/Dragon,http://dbpedia.org/resource/Dragon,http://dbpedia.org/resource/Dragon,http://dbpedia.org/resource/Dragon
65251,what genre is the book patriot games,http://dbpedia.org/resource/Patriot_Games,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Patriot_Games_(Family_Guy),0.5,http://dbpedia.org/resource/Patriot_Games,http://dbpedia.org/resource/Patriot_Games,http://dbpedia.org/resource/Patriot_Games,http://dbpedia.org/resource/Patriot_Games
65337,Which book is a novel?,http://dbpedia.org/resource/Novel,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Novel,0.24044084548950195,,,,
65342,what genre is the book kleinzeit?,http://dbpedia.org/resource/Kleinzeit,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Kleinzeit,0.5,,,,
65344,which book was written by sebastian junger,http://dbpedia.org/resource/Sebastian_Junger,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Sebastian_Junger,0.6049259901046753,http://dbpedia.org/resource/Sebastian_Junger,http://dbpedia.org/resource/Sebastian_Junger,http://dbpedia.org/resource/Sebastian_Junger,http://dbpedia.org/resource/Sebastian_Junger
65369,what books did helen fielding write?,http://dbpedia.org/resource/Helen_Fielding,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}, {'Predicate': 'http://dbpedia.org/ontology/notableWork', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Helen_Fielding,0.7571468353271484,http://dbpedia.org/resource/Helen_Fielding,http://dbpedia.org/resource/Helen_Fielding,http://dbpedia.org/resource/Helen_Fielding,http://dbpedia.org/resource/Helen_Fielding
65384,what country is blood and black lace filmed in?,http://dbpedia.org/resource/Blood_and_Black_Lace,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Blood_and_Black_Lace,0.5,http://dbpedia.org/resource/Blood,http://dbpedia.org/resource/Blood,http://dbpedia.org/resource/Blood,http://dbpedia.org/resource/Blood
65422,Who is the author of the novel of mice and men?,http://dbpedia.org/resource/Of_Mice_and_Men_(play),author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Of_Mice_and_Men,0.6181945204734802,http://dbpedia.org/resource/Mouse,http://dbpedia.org/resource/Mouse,http://dbpedia.org/resource/Mouse,http://dbpedia.org/resource/Mouse
65426,who is the author of jane and prudence,http://dbpedia.org/resource/Jane_and_Prudence,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Jane_and_Prudence,0.5,http://dbpedia.org/resource/Jane_Beale,http://dbpedia.org/resource/Jane_Beale,http://dbpedia.org/resource/Jane_Beale,http://dbpedia.org/resource/Jane_Beale
65447,who published the computer game uefa champions league 2006–2007,http://dbpedia.org/resource/UEFA_Champions_League_2006–2007,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/UEFA_Champions_League_2006–2007,0.6513006091117859,http://dbpedia.org/resource/PC_game,http://dbpedia.org/resource/PC_game,http://dbpedia.org/resource/PC_game,http://dbpedia.org/resource/PC_game
65577,WHat genre of book is silence of the grave,http://dbpedia.org/resource/Silence_of_the_Grave,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Silence_of_the_Grave,0.5,,,,
65707,What is the genre of the book zathura,http://dbpedia.org/resource/Zathura,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Zathura_(film),0.5873803496360779,http://dbpedia.org/resource/Zathura,http://dbpedia.org/resource/Zathura,http://dbpedia.org/resource/Zathura,http://dbpedia.org/resource/Zathura
65722,who was the publisher of the game  dark earth,http://dbpedia.org/resource/Dark_Earth_(video_game),publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Dark_Earth_(video_game),0.1568627506494522,http://dbpedia.org/resource/Publishing,http://dbpedia.org/resource/Publishing,http://dbpedia.org/resource/Publishing,http://dbpedia.org/resource/Publishing
65733,what is the genre for the book payasos en la lavadora,http://dbpedia.org/resource/Payasos_en_la_lavadora,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Payasos_en_la_lavadora,0.5,,,,
65734,What's a fantasy book written by shakespeare,http://dbpedia.org/resource/Fantasy,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/William_Shakespeare,0.30896276235580444,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Fantasy
65840,What is a book in the speculative fiction genre,http://dbpedia.org/resource/Speculative_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Speculative_fiction,0.5216284990310669,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction
65870,what is a 1987 speculative fiction novel,http://dbpedia.org/resource/Speculative_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Speculative_fiction,0.5216356515884399,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction
66048,what was written by tim wise,http://dbpedia.org/resource/Tim_Wise,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Tim_Wise,0.5,http://dbpedia.org/resource/Tim_Wise,http://dbpedia.org/resource/Tim_Wise,http://dbpedia.org/resource/Tim_Wise,http://dbpedia.org/resource/Tim_Wise
